日付,カテゴリ,発生日時,終了日時,実作業時間(概算),内容（転記用）
2026/05/01,情報調査,09:10,22:42,8:20,"Web（accounts.secure.freee.co.jp/sessions/new?redirect_url=https%3A%2F%2Fp.secure.freee.co.jp%2Fusers%2Fafter_login%3Fhash%3D&service_name=payroll&sign_up_url=https%3A%2F%2Faccounts.secure.freee.co.jp%2Fsign_up%3Finitial_service%3Dpayroll%26login_url%3Dhttps%253A%252F%252Fp.secure.freee.co.jp%252F%26prefer%3Demail%26redirect_url%3Dhttps%253A%252F%252Fp.secure.freee.co.jp%252Factivation%26service_name%3Dpayroll%26verification_type%3Dcode および他 2 ページ）の調査 (09:10～09:15) / Web（インフォメーション および他 2 ページ）の調査 (09:10～09:10, 11:01～11:06) / Web（インフォメーション）の調査 (09:10～09:10, 09:58～10:04, 11:01～11:06) / Web（クレジットの履歴）の調査 (09:15～09:15) / Web（【LAN DISK CONNECT（ランディスクコネクト）】便利な機能のご紹介 | アイ・オー・データ機器 I-O DATA）の調査 (09:15～09:15) / Web（Windows の既定のロック画面）の調査 (09:15～09:20) / Web（新規タスク記録表 (version 1).xlsb ）の調査 (09:15～09:18, 09:38～09:38, 09:57～10:04, 10:44～11:06, 13:00～13:00) / Web（【開発受付一覧）の調査 (09:15～09:20) / Web（Google Chrome）の調査 (09:15～09:23, 17:49～17:54) / Web（レジストリ エディター）の調査 (09:15～09:33) / Web（Power Automate）の調査 (..."
2026/05/02,その他,08:59,10:33,0:45,"Excel (08:59～09:04) / スタート (09:15～09:15, 09:35～09:53, 10:25～10:33) / はじめに (09:50～09:55)"
2026/05/02,サイボウズ関連,08:59,18:02,1:46,"サイボウズ（メッセージの送信）の操作 (08:59～09:04) / サイボウズ（forestway.cybozu.com/o/ag.cgi?page=MyFolderIndex および他 7 ページ）の操作 (09:04～09:09) / サイボウズ（個人フォルダ）の操作 (09:04～09:11, 18:02～18:02) / サイボウズ（メッセージの詳細）の操作 (09:04～09:11) / サイボウズ（forestway.cybozu.com/o/ag.cgi?page=FileView&fCID=1247805&fFID=1259579 および他 8 ページ）の操作 (09:04～09:09) / サイボウズ（ファイルの詳細）の操作 (09:04～09:07) / サイボウズ（ワークフロー（最新一覧））の操作 (09:11～09:12) / サイボウズ（未処理申請の処理）の操作 (09:11～09:11) / サイボウズ（ワークフロー（送信一覧））の操作 (09:12～09:17) / サイボウズ（申請データの詳細）の操作 (09:12～09:54, 10:28～10:28, 11:03～11:19, 11:51～11:57, 14:24～14:24, 18:02～18:07)"
2026/05/02,メール対応,09:13,09:13,0:05,メールの閲覧・作成 (09:13～09:13)
2026/05/02,事務・データ処理,09:04,09:11,0:11,Excel（2026年4月度【社員】勤怠申請・承認のご依頼0501.xlsx ）の入力・編集 (09:04～09:11)
2026/05/02,情報調査,08:59,18:02,7:30,"Web（Windows for Education ドキュメント）の調査 (08:59～09:04) / Web（Windows構成デザイナー 使い方）の調査 (08:59～08:59) / Web（IT 担当者向けの構成サービス プロバイダー | Microsoft Learn）の調査 (08:59～08:59) / Web（Perplexity）の調査 (08:59～08:59, 11:03～11:08) / Web（2026/5/1 現在のUSD/JPY相場分析。調べてみて。GWを挟み今後のは？　 2024年のゴールデンウィーク（GW）を彷彿とさせる、極めて神経質な「介入...）の調査 (08:59～09:17, 11:03～11:05) / Web（windows構成デザイナー 日本語化）の調査 (08:59～08:59) / Web（Adobe）の調査 (08:59～09:00) / Web（Windows Update　配信　プレビュー）の調査 (08:59～09:00) / Web（Windows 11 24H2/25H2 オプションパッチ「KB5083631」公開：新機能と修正内容の詳細）の調査 (08:59～09:00) / Web（起動しています）の調査 (08:59～09:04) / Web（000 (version 1).xlsb ）の調査 (08:59～09:04) / Web（①社用ノートパソコン管理台帳 (version 1).xlsb）の調査 (08:59～09:04) / Web（①社用ノートパソコン管理台帳 (version 1).xlsb ）の調査 (08:59～09:12) / Web（Power Automate）の調査 (09:00～09:05) / Web（Google Chrome）の調査 (09:13～09:18) / Web（社内SEの仕事なんでも相談）の調査 (09:13～09:13, 10:09～10:09, 10:25～10:25, 11:39～11:39, 13:26～13:27, 13:56～13:57, 17:44～17:49) / Web（Google）の調査 (09:13～09:13) / Web（Windows11 Pro キッティング自動化手法）の調査 (09:13～09:20, 10:0..."
2026/05/03,情報調査,20:37,20:37,0:05,Web（リモート アクセス）の調査 (20:37～20:42)
2026/05/04,情報調査,18:34,23:47,0:25,"Web（MT5 乖離アラートインジケーター作成）の調査 (18:34～18:43, 22:02～22:07) / Web（スキャルピングインジケーターの効率化）の調査 (18:41～18:46) / Web（Google）の調査 (23:46～23:46) / Web（Google Gemini）の調査 (23:47～23:52)"
2026/05/05,情報調査,00:06,00:06,0:05,Web（MT5 乖離アラートインジケーター作成）の調査 (00:06～00:11)
2026/05/06,その他,14:28,15:41,0:26,"Word (14:28～14:29, 14:50～14:55) / スタート (14:29～14:34) / 3% 完了 (15:30～15:35) / 検索と置換 (15:41～15:41)"
2026/05/06,システム開発,14:29,15:59,1:19,"Antigravityでの「システム開発・改善」の開発・相談 (14:29～14:29, 14:49～15:59)"
2026/05/06,事務・データ処理,15:40,15:56,0:20,Excel（20260427_ログ表示結果-20260416175217）の入力・編集 (15:40～15:56)
2026/05/06,情報調査,09:13,16:07,2:06,"Web（google）の調査 (09:13～09:18) / Web（Google）の調査 (09:13～09:14) / Web（22歳の開発者が「Claude Mythos」を推定・構築、公開プロジェクト「OpenMythos」開始 | Forbes JAPAN 公式サイト（フォーブス ジャパン））の調査 (09:13～09:18) / Web（Claude CodeがAPIキー不要に：開発者のセキュリティ負荷を下げる新認証を導入 | XenoSpectrum）の調査 (09:15～09:16) / Web（AI チャットの動作を早くする方法）の調査 (09:17～09:22) / Web（AIを使っていて重くなった時の対処法を徹底解説｜-MONOQLO- Blog @KokiSasamoto）の調査 (09:18～09:23) / Web（MT5 乖離アラートインジケーター作成）の調査 (09:30～09:35) / Web（どんな質問でも歓迎、軌道修正も）の調査 (09:30～09:35) / Web（Google マップ）の調査 (09:32～09:37) / Web（ラ・ローズ・ジャポネ）の調査 (09:32～09:33, 10:00～10:00) / Web（ビスキュイ）の調査 (09:33～09:34, 09:59～10:04) / Web（ラ・ローズ・ジャポネ | 東京都葛飾区の亀有香取神社）の調査 (10:00～10:01) / Web（開運厄除は東京都葛飾区の亀有香取神社）の調査 (10:01～10:06) / Web（「いま」を見つけよう / X）の調査 (10:02～10:02) / Web（(21) ホーム / X）の調査 (10:02～10:07) / Web（(21) ラ・ローズ・ジャポネ）の調査 (10:03～10:03) / Web（リモート アクセス）の調査 (14:25～14:30) / Web（Google Gemini）の調査 (14:25～14:30) / Web（Google AI Studio）の調査 (14:25～14:30) / Web（FWN-026）の調査 (14:25～14:30) / Web（「危険すぎるAI」Claude Mythosショック：4月7日〜26日を時系列で追う記録｜Claude Co..."
2026/05/07,その他,09:08,17:45,2:25,"ようこそ (09:08～09:13) / スタート (09:58～09:58, 10:16～10:20) / PDF24 (09:58～10:03) / 新規/開く (10:18～10:27, 10:59～11:04, 11:43～11:48) / 流し込み (10:33～10:52, 11:09～11:21, 11:46～12:02) / 環境設定 (12:02～12:07) / 重複の削除 (13:50～13:55) / Gmail (15:57～16:02) / 検索と置換 (16:58～16:59) / 0% 完了 (17:27～17:45) / お知らせ (17:36～17:37)"
2026/05/07,サイボウズ関連,09:07,18:07,1:19,"サイボウズ（個人フォルダ）の操作 (09:07～09:10, 09:27～09:44, 10:52～10:52, 13:35～13:35, 17:03～17:04) / サイボウズ（forestway.cybozu.com/o/ag.cgi?page=MyFolderMessageView&mDBID=1&mEID=90677&mDID=297052&cp=ml&sp=&tp= および他 1 ページ）の操作 (09:07～09:12) / サイボウズ（メッセージの詳細）の操作 (09:07～09:10, 10:52～10:52, 13:35～13:37, 16:38～16:47, 17:03～17:04, 18:07～18:12) / サイボウズ（ワークフロー（最新一覧））の操作 (09:44～09:49) / サイボウズ（申請データの作成（申請フォームの選択））の操作 (09:45～09:45) / サイボウズ（ファイル管理）の操作 (09:45～09:45) / サイボウズ（forestway.cybozu.com/o/ag.cgi?page=FileIndex&gid=1058 および他 2 ページ）の操作 (09:45～09:50) / サイボウズ（ファイルの詳細）の操作 (09:45～09:46, 10:51～10:56) / サイボウズ（forestway.cybozu.com/o/ag.cgi?page=MyFolderIndex および他 2 ページ）の操作 (10:52～10:57) / サイボウズ（掲示板（最新一覧））の操作 (13:35～13:40) / サイボウズ（forestway.cybozu.com/o/ag.cgi?page=MyFolderIndex&FID=sent および他 7 ページ）の操作 (13:35～13:40) / サイボウズ（forestway.cybozu.com/o/ag.cgi?page=ScheduleIndex および他 6 ページ）の操作 (16:47～16:52) / サイボウズ（スケジュール（グループ週表示））の操作 (16:47～16:48) / サイボウズ（スケジュール（日表示））の操作 (16:48～16:53) / サイボウズ（スケジュール（週表示））の操作 (16:48～16:53) ..."
2026/05/07,システム開発,10:23,18:04,0:53,"Antigravityでの「システム開発・改善」の開発・相談 (10:23～10:27, 10:53～10:53, 17:17～17:45, 18:04～18:09)"
2026/05/07,メール対応,09:10,17:26,0:48,"メールの閲覧・作成 (09:10～09:10, 09:49～10:06, 10:53～10:53, 13:02～13:02, 17:06～17:06, 17:26～17:31)"
2026/05/07,事務・データ処理,09:10,17:06,3:36,"PDF（NW見積書 フォーレスト様向けディスプレイ_20260501.pdf）の確認 (09:10～10:00) / PDF（20250611_パソコン用ディスプレイ購入について②_④稟議書（システム関連,社長決裁）20230701.pdf）の確認 (09:11～09:12) / Excel（20260427_ログ表示結果-20260416175217）の入力・編集 (09:12～09:16, 09:37～09:58, 10:16～10:23, 13:42～14:08, 14:39～14:39, 16:37～17:03) / Excel（（仮）ダイワボウモニター注文書_20241206.xlsx ）の入力・編集 (09:12～09:17) / PDF（20240820_パソコン用ディスプレイ購入について_④稟議書（システム関連,社長決裁）20230701.pdf）の確認 (09:13～09:46) / Excel（20260501_システム部向け保有スマホ２台貸与_④稟議書（システム関連,社長決裁）20230701.xlsx）の入力・編集 (09:15～09:20) / Excel（20260507?PC用ディスプレイ購入の件?④稟議書（システム関連,社長決裁）20230701.xlsx）の入力・編集 (09:16～09:17, 09:36～09:41) / Excel（20260507_デスクトップPC用ディスプレイ購入の件_④稟議書（システム関連,社長決裁）20230701.xlsx）の入力・編集 (09:16～09:17) / Excel（20260507_デスクトップPC用ディスプレイ2台購入の件_④稟議書（システム関連,社長決裁）20230701.xlsx）の入力・編集 (09:17～09:45) / PDF（20260119?PPAP対策NTTBizストレージ＆ファイルシェア契約の件?④稟議書（システム関連,社長決裁）20230701.pdf）の確認 (09:31～09:32) / Excel（20251223?PPAP対策NTTBizストレージ＆ファイルシェア契約の件?④稟議書（システム関連,社長決裁）20230701.xlsx）の入力・編集 (09:36～09:41) / Excel（20250624_ノートPC購入について_④稟議書（システム..."
2026/05/07,情報調査,09:06,18:10,6:04,"Web（10.85.33.223）の調査 (09:06～09:06, 13:12～13:12, 13:59～13:59, 14:22～14:29) / Web（残業調査報告書_岸川恭士_20260410.docx ）の調査 (09:06～09:08, 16:40～16:45) / Web（ターミナル のジャンプ リスト）の調査 (09:07～09:12) / Web（職場 2）の調査 (09:07～09:07, 13:13～13:18) / Web（accounts.secure.freee.co.jp/sessions/new?redirect_url=https%3A%2F%2Fp.secure.freee.co.jp%2Fusers%2Fafter_login%3Fhash%3D&service_name=payroll&sign_up_url=https%3A%2F%2Faccounts.secure.freee.co.jp%2Fsign_up%3Finitial_service%3Dpayroll%26login_url%3Dhttps%253A%252F%252Fp.secure.freee.co.jp%252F%26prefer%3Demail%26redirect_url%3Dhttps%253A%252F%252Fp.secure.freee.co.jp%252Factivation%26service_name%3Dpayroll%26verification_type%3Dcode および他 2 ページ）の調査 (09:07～09:12) / Web（Advanced IP Scanner）の調査 (09:07～09:07, 13:24～13:29) / Web（bing.com/search?pglt=43&q=Advanced+IP+Scanner&cvid=5f7a921170584af1b5ef066983b1e5d2&gs_lcrp=EgRlZGdlKgYIABBFGDkyBggAEEUYOTIGCAEQABhAMgYIAhAAGEAyBggDEAAYQDIGCAQQABhAMgYIBRAAGEAyBggGEAAYQDIGCAcQABhAMggICBDpBxj8VTIHCAkQ6wcYQNIBCDEyMzFqMGo3qAIIsA..."
2026/05/08,その他,09:52,19:10,2:38,"契約状況 (09:52～09:52) / 名前の変更 (10:41～10:41, 11:04～11:04, 11:53～11:58) / 0% 完了 (12:01～12:07, 15:07～15:20, 16:42～16:42, 18:45～18:50) / スタート (12:29～12:29, 16:32～16:32, 17:37～17:42) / 問い合わせ (12:32～12:37) / 検索と置換 (14:54～14:54, 17:17～17:17, 17:43～17:55) / 3% 完了 (15:07～15:20, 16:42～16:42, 17:10～17:15) / x.com - Google Chrome (16:04～16:09) / Word (17:36～17:36, 19:10～19:15) / 並べて比較 (18:55～19:03)"
2026/05/08,サイボウズ関連,09:02,09:37,0:30,"サイボウズ（メッセージの詳細）の操作 (09:02～09:07) / サイボウズ（forestway.cybozu.com/o/ag.cgi?page=MyFolderIndex および他 8 ページ）の操作 (09:07～09:12) / サイボウズ（個人フォルダ）の操作 (09:07～09:07, 09:37～09:42) / サイボウズ（トップページ）の操作 (09:11～09:11, 09:26～09:37) / サイボウズ（forestway.cybozu.com/o/ag.cgi?page=MyFolderIndex および他 1 ページ）の操作 (09:37～09:42)"
2026/05/08,システム開発,09:08,18:53,2:59,"Antigravityでの「システム開発・改善」の開発・相談 (09:08～09:08, 14:53～15:29, 15:57～17:15, 17:37～18:09, 18:45～18:53)"
2026/05/08,メール対応,10:17,17:41,0:17,"メールの閲覧・作成 (10:17～10:18, 17:35～17:41)"
2026/05/08,事務・データ処理,09:11,19:12,3:07,"Excel（Microsoft Visual Basic for Applications）の入力・編集 (09:11～09:11, 10:14～10:14, 15:01～15:01, 16:09～16:14) / Excel（20260414_20260430ログ検索結果-20260507131846.csv）の入力・編集 (09:11～09:11, 10:01～10:14, 16:21～16:21, 16:54～16:54, 17:16～17:21) / Excel（000.（重要）設定等のマニュアル.xlsx）の入力・編集 (10:01～10:14) / Excel（NAS設定値一覧_黄色は変更値.xlsx ）の入力・編集 (10:03～10:13) / Excel（NAS設定値一覧_黄色は変更値.xlsx）の入力・編集 (10:13～10:14, 11:43～11:53, 12:16～12:34, 14:52～14:52) / Excel（営業部_ログ検索結果-20260416140900.xlsm）の入力・編集 (10:14～10:17, 11:01～11:01, 14:53～14:53) / Excel（LargeFiles.csv）の入力・編集 (11:01～11:01, 14:52～14:52) / Excel（20260427_ログ表示結果-20260416175217）の入力・編集 (14:53～15:01, 16:18～16:18, 17:16～17:17, 17:43～18:01, 18:46～18:54) / Excel（山本光克_ログ検索結果-20260402.csv）の入力・編集 (16:18～16:18) / Excel（成川_ログ検索結果-20260404.csv）の入力・編集 (16:54～16:54, 17:16～17:28, 19:10～19:12) / Excel（ログ検索結果-20260415.csv）の入力・編集 (17:57～18:02) / Excel（岸川_ログ検索結果-20260415.csv）の入力・編集 (17:59～18:01, 18:46～18:58) / Excel（岸川_ログ検索結果-20260401_20260404.csv）の入力・編集 (18:00～18:01, 18:52～19:11) ..."
2026/05/08,情報調査,09:02,19:10,6:54,"Web（アクティブなユーザー）の調査 (09:02～09:07) / Web（accounts.secure.freee.co.jp/sessions/new?redirect_url=https%3A%2F%2Fp.secure.freee.co.jp%2Fusers%2Fafter_login%3Fhash%3D&service_name=payroll&sign_up_url=https%3A%2F%2Faccounts.secure.freee.co.jp%2Fsign_up%3Finitial_service%3Dpayroll%26login_url%3Dhttps%253A%252F%252Fp.secure.freee.co.jp%252F%26prefer%3Demail%26redirect_url%3Dhttps%253A%252F%252Fp.secure.freee.co.jp%252Factivation%26service_name%3Dpayroll%26verification_type%3Dcode および他 8 ページ）の調査 (09:02～09:07) / Web（Google）の調査 (09:09～09:09, 10:17～10:20, 11:49～11:49, 16:54～16:54, 17:33～17:41) / Web（Google Gemini）の調査 (09:09～09:17, 11:50～11:50) / Web（‎Google Gemini）の調査 (09:09～09:14) / Web（社内SEの仕事なんでも相談）の調査 (09:09～09:37, 09:59～09:59, 10:20～10:20, 10:39～11:05, 11:22～11:23, 11:43～12:04, 12:21～12:47, 14:51～14:52, 16:04～16:04, 16:32～16:32, 16:54～16:54, 17:14～17:46, 18:02～18:07) / Web（作業記録 Unified）の調査 (09:11～09:16) / Web（インフォメーション）の調査 (09:11～09:16) / Web（自己分析）の調査 (09:17～09:22) / Web（admin.microsoft.com/..."
2026/05/09,システム開発,15:04,15:04,0:05,Antigravityでの「システム開発・改善」の開発・相談 (15:04～15:09)
2026/05/09,事務・データ処理,15:04,15:04,0:05,Excel（ログ表示結果-20260508190210.csv）の入力・編集 (15:04～15:09)
2026/05/09,情報調査,12:40,20:40,2:08,"Web（MT5 乖離アラートインジケーター作成）の調査 (12:40～12:40, 14:25～14:25, 18:54～18:59) / Web（Claude CodeがAPIキー不要に：開発者のセキュリティ負荷を下げる新認証を導入 | XenoSpectrum）の調査 (13:22～13:22, 13:46～13:46, 15:08～15:13) / Web（ラ・ローズ・ジャポネ）の調査 (15:04～15:09) / Web（リモート アクセス）の調査 (15:04～15:04) / Web（FWN-026）の調査 (15:04～15:09) / Web（192.169.5.5）の調査 (15:04～15:09) / Web（100億円トレーダー）の調査 (15:06～15:06, 19:02～19:07) / Web（Instagram）の調査 (18:50～19:29, 20:07～20:09) / Web（トレーディング戦略と鉄板エントリーパターン）の調査 (18:54～18:59) / Web（ストーリーズ • Instagram）の調査 (19:02～19:29, 20:07～20:08) / Web（LP | 100億円トレーダーになるまで）の調査 (19:03～19:08) / Web（メルカリ）の調査 (19:34～19:36) / Web（マイリスト）の調査 (19:35～19:36) / Web（【2026年最新】CAAD12の人気アイテム）の調査 (19:37～19:40) / Web（Cannondale CAAD12 引き取り限定 広島）の調査 (19:37～19:37) / Web（キャノンデール　CAAD12）の調査 (19:38～19:40) / Web（canondale caad12 ULTEGRA 2016 サイズ54）の調査 (19:38～19:38) / Web（■USED■CANNONDELE キャノンデール CAAD12 キャド ブラック 2016 54 SHIMANO 105 5800 2×11s S1457）の調査 (19:40～19:45) / Web（【2026年最新】CAAD12 56の人気アイテム）の調査 (19:40～19:45) / Web（cannondale caad12 レプリカカラー ..."
2026/05/10,その他,05:56,05:56,0:05,Grok (05:56～06:01)
2026/05/10,システム開発,06:24,06:24,0:05,Antigravityでの「システム開発・改善」の開発・相談 (06:24～06:24)
2026/05/10,情報調査,05:21,07:05,0:37,"Web（Google）の調査 (05:21～05:21, 07:00～07:05) / Web（パーソナル インテリジェンス）の調査 (05:22～05:26) / Web（メモリーを Gemini にインポート）の調査 (05:23～05:28) / Web（トレーディング戦略と鉄板エントリーパターン）の調査 (05:24～05:28, 06:21～06:22) / Web（パーソナライズ設定）の調査 (05:26～05:33) / Web（Grok）の調査 (05:56～06:01) / Web（Google Gemini）の調査 (06:21～06:21)"
2026/05/11,その他,09:09,17:23,1:57,"検索と置換 (09:09～09:09, 09:50～09:50, 10:56～10:56, 11:36～11:36, 13:22～13:22, 13:55～13:55, 15:57～16:02) / Word (09:13～09:15, 10:06～10:11) / お知らせ (09:28～09:33) / Excel (09:49～09:54) / スタート (09:55～09:55, 17:23～17:23) / 3% 完了 (10:08～10:13) / 並べて比較 (11:17～11:22) / 0% 完了 (11:20～11:20, 14:40～14:48, 16:27～16:28) / 名前の変更 (11:29～11:34) / ジャンプ (13:21～13:26) / 進行状況 (16:27～16:32)"
2026/05/11,サイボウズ関連,08:59,18:30,0:51,"サイボウズ（トップページ）の操作 (08:59～08:59, 10:52～10:52, 18:30～18:30) / サイボウズ（個人フォルダ）の操作 (08:59～08:59, 10:52～10:53, 18:30～18:30) / サイボウズ（メッセージの詳細）の操作 (08:59～09:30, 10:52～10:52) / サイボウズ（forestway.cybozu.com および他 5 ページ）の操作 (10:52～10:57) / サイボウズ（ワークフロー（最新一覧））の操作 (10:53～10:53, 18:30～18:35) / サイボウズ（ワークフロー（送信一覧））の操作 (10:53～10:53, 14:23～14:23, 18:30～18:35) / サイボウズ（forestway.cybozu.com/o/ag.cgi?page=MyFolderIndex および他 5 ページ）の操作 (18:30～18:35) / サイボウズ（スケジュール（グループ週表示））の操作 (18:30～18:35) / サイボウズ（ファイル管理）の操作 (18:30～18:35)"
2026/05/11,システム開発,08:57,18:29,5:11,"Antigravityでの「システム開発・改善」の開発・相談 (08:57～09:28, 09:55～10:53, 11:11～11:35, 14:39～14:54, 15:22～15:55, 16:18～16:57, 17:14～18:29) / プログラム（残業調査ツール強化：タイトル中央揃え、15分しきい値判定、システム更新判定、サマリー構成の自動化を実装）の開発・修正 (18:29～18:34)"
2026/05/11,事務・データ処理,08:58,18:28,5:55,"Excel（ログ表示結果-20260508190210.csv）の入力・編集 (08:58～08:58, 09:21～09:21) / Excel（20260414_20260430ログ検索結果-20260507131846.csv）の入力・編集 (08:58～09:03) / Excel（20260427_ログ表示結果-20260416175217）の入力・編集 (09:08～09:09, 09:50～11:40, 13:01～13:02, 13:22～13:27, 14:11～14:11, 14:34～14:35, 15:57～15:58, 16:16～16:17, 16:32～16:38, 17:27～17:33, 18:00～18:00, 18:28～18:33) / Excel（成川_ログ検索結果-20260404.csv）の入力・編集 (09:09～09:22, 15:57～16:32, 17:33～17:33, 18:00～18:05, 18:28～18:33) / Excel（TEST.xlsx）の入力・編集 (09:25～09:26) / PDF（KVM-DVHDU2.pdf）の確認 (09:31～09:47) / PDF（elecom.co.jp/support/manual/cable/switcher/KVM-DVHDU2.pdf）の確認 (09:31～09:36) / Excel（20260427_ログ表示結果-20260416175217.xlsx ）の入力・編集 (09:49～09:54) / Excel（樋口_ログ検索結果-20260401_20260403.csv）の入力・編集 (09:51～10:56) / Excel（樋口_ログ検索結果-20260413.csv）の入力・編集 (10:16～10:16, 11:18～11:27) / Excel（樋口_ログ検索結果-20260415.csv）の入力・編集 (10:49～10:56) / Excel（岸川_ログ検索結果-20260401_20260404.csv）の入力・編集 (10:56～11:05, 11:29～11:34, 13:20～13:22) / Excel（岸川_ログ検索結果-20260407_20260411.csv）の入力・編集 (11:05～11:19) ..."
2026/05/11,情報調査,06:23,18:30,8:04,Web（Google）の調査 (06:23～06:28) / Web（ノーコードで、すぐに、誰でも、簡単にWebデータ収集｜Webスクレイピング＆WebクローリングツールShtockData（シュトックデータ））の調査 (06:23～06:28) / Web（API keys | Google AI Studio）の調査 (06:24～06:24) / Web（Google AI Studio）の調査 (06:24～06:26) / Web（Spend | Google AI Studio）の調査 (06:24～06:26) / Web（Billing | Google AI Studio）の調査 (06:25～06:26) / Web（Usage | Google AI Studio）の調査 (06:25～06:30) / Web（Google Gemini）の調査 (06:27～06:32) / Web（Gemini API 料金請求に関する誤解解消）の調査 (06:27～06:32) / Web（MicrosoftRequired.Privacy.Consent (default$windows.data.consent.consentitem$consents|windows.data.consent.consentitem$xboxoptionaldatacollection)）の調査 (06:28～06:33) / Web（MicrosoftRequired.Privacy.Consent (default$windows.data.consent.consentitem$consents|windows.data.consent.consentitem$xboxpersonalizedpurchaseupsell)）の調査 (06:28～06:33) / Web（MicrosoftRequired.Privacy.Consent (default$windows.data.consent.consentitem$consents|windows.data.consent.consentitem$xboxfinpartnersharing)）の調査 (06:28～06:33) / Web（MicrosoftRequired.Privacy.Cons...
2026/05/12,その他,09:42,15:15,1:21,"検索と置換 (09:42～09:43, 10:02～10:02, 11:00～11:08, 11:50～11:58, 13:08～13:15) / 0% 完了 (09:59～10:00) / Excel (11:13～11:17, 15:09～15:14) / 7% 完了 (13:37～13:42) / Word (14:15～14:20) / リポジトリ (15:15～15:20)"
2026/05/12,サイボウズ関連,09:04,15:13,1:24,"サイボウズ（メッセージの詳細）の操作 (09:04～09:05, 11:11～11:15, 12:08～12:15, 13:34～13:39, 13:57～14:31) / サイボウズ（個人フォルダ）の操作 (09:05～09:05, 11:11～11:13, 12:15～12:15, 13:38～13:38, 14:12～14:31, 15:13～15:13) / サイボウズ（スケジュール（グループ週表示））の操作 (09:05～09:05, 10:52～10:52, 11:10～11:15) / サイボウズ（forestway.cybozu.com/o/ag.cgi?page=MyFolderIndex および他 4 ページ）の操作 (13:38～13:38, 14:12～14:17) / サイボウズ（メッセージの変更（標題・本文））の操作 (13:38～13:43) / サイボウズ（メッセージの変更（宛先））の操作 (13:38～13:43) / サイボウズ（forestway.cybozu.com および他 4 ページ）の操作 (14:23～14:28) / サイボウズ（トップページ）の操作 (14:23～14:30) / サイボウズ（forestway.cybozu.com/o/ag.cgi?page=FileView&fCID=1261866&fFID=1261873 および他 1 ページ）の操作 (14:23～14:28) / サイボウズ（ファイルの詳細）の操作 (14:23～14:25) / サイボウズ（forestway.cybozu.com/o/ag.cgi?page=MyFolderMessageView&mDBID=2&mEID=52387&mDID=233363&cp=ml&sp=&tp= および他 3 ページ）の操作 (14:30～14:35)"
2026/05/12,システム開発,09:04,16:05,1:55,"Antigravityでの「システム開発・改善」の開発・相談 (09:04～09:38, 10:00～10:01, 10:50～10:54, 11:18～11:18, 12:15～12:15, 12:56～13:07, 13:33～13:34, 14:11～14:26, 15:07～15:08, 16:05～16:10) / プログラム（残業調査ツール最終調整：変数スコープエラーの修正、API自動リトライ機能の実装、および表示項目の整理）の開発・修正 (14:12～14:17)"
2026/05/12,メール対応,15:25,15:25,0:05,メールの閲覧・作成 (15:25～15:30)
2026/05/12,事務・データ処理,09:24,15:08,3:14,"Excel（20260427_ログ表示結果-20260416175217）の入力・編集 (09:24～09:43, 10:00～10:07) / Excel（成川_ログ検索結果-20260404.csv）の入力・編集 (09:24～09:24) / Excel（山本光克_ログ検索結果-20260413.csv）の入力・編集 (09:25～09:30) / Excel（山本光克_ログ検索結果-20260402.csv）の入力・編集 (09:25～09:25) / Excel（成川_ログ検索結果-20260405.csv）の入力・編集 (09:25～09:32) / Excel（成川_ログ検索結果-20260409.csv）の入力・編集 (09:32～09:37) / Excel（成川_ログ検索結果-20260410.csv）の入力・編集 (09:33～09:39) / Excel（成川_ログ検索結果-20260413.csv）の入力・編集 (09:39～09:41) / Excel（成川_ログ検索結果-20260415.csv）の入力・編集 (09:41～09:42) / Excel（樋口_ログ検索結果-20260401_20260403.csv）の入力・編集 (09:42～09:43, 10:00～10:06, 10:36～10:44, 11:05～11:10) / Excel（樋口_ログ検索結果-20260413.csv）の入力・編集 (10:04～10:06) / Excel（樋口_ログ検索結果-20260415.csv）の入力・編集 (10:05～10:06) / Excel（000.（重要）設定等のマニュアル.xlsx）の入力・編集 (10:09～10:10, 10:36～10:37) / Excel（20260414_20260430ログ検索結果-20260507131846.xlsm）の入力・編集 (10:09～11:17, 11:45～12:13, 12:57～13:33) / Excel（20260427_ログ表示結果-20260416175217.xlsx ）の入力・編集 (10:10～10:11, 12:04～12:04) / Excel（管理コンソールメイン画面.csv）の入力・編集 (10:10～10:12, 11:17～11:17, ..."
