日付,時間帯,主な作業・検討内容
2026/05/01,14:00 - 14:59,"スクリプト（Setup_MS365.bat - メモ帳）の開発・デバッグ
「開いているファイル」の操作・実務
スクリプト（install.bat - メモ帳）の開発・デバッグ
スクリプト（*install.bat - メモ帳）の開発・デバッグ
「Adobe」の操作・実務
Webサイト（Adobe - Adobe Acrobat Reader をインストール）の閲覧・調査
Webサイト（個人フォルダ - サイボウズ Office）の閲覧・調査
Webサイト（ワークフロー（最新一覧） - サイボウズ Office）の閲覧・調査
Webサイト（ワークフロー（送信一覧） - サイボウズ Office）の閲覧・調査
Webサイト（申請データの詳細 - サイボウズ Office）の閲覧・調査
Webサイト（Microsoftプライバシーステートメント – Microsoftのプライバシー）の閲覧・調査
Webサイト（構成デザイナーでWindowsPCのセットアップ）の閲覧・調査
Webサイト（スケジュール（グループ週表示） - サイボウズ Office）の閲覧・調査
Webサイト（予定の登録 - サイボウズ Office）の閲覧・調査
Webサイト（予定の詳細 - サイボウズ Office）の閲覧・調査"
2026/05/01,15:00 - 15:59,"Webサイト（スケジュール（グループ週表示） - サイボウズ Office）の閲覧・調査
Webサイト（Windows for Education ドキュメント - Windows Education | Microsoft Learn）の閲覧・調査
「Windows for Education ドキュメント」の操作・実務"
2026/05/01,16:00 - 16:59,"Webサイト（キッティングを一部自動化してみた話｜なっち@情シス）の閲覧・調査
Webサイト（プロビジョニング パッケージを作成する (詳細) | Microsoft Learn）の閲覧・調査"
2026/05/01,17:00 - 17:59,"Webサイト（(21) Grok / X）の閲覧・調査
Webサイト（個人フォルダ - サイボウズ Office）の閲覧・調査
Webサイト（メッセージの詳細 - サイボウズ Office）の閲覧・調査
Webサイト（メッセージの送信 - サイボウズ Office）の閲覧・調査
Webサイト（Claude）の閲覧・調査
Webサイト（結果の考察 - Claude）の閲覧・調査
Webサイト（NotebookLM）の閲覧・調査
Webサイト（Creating Notebook...）の閲覧・調査
Webサイト（The Yen Redline: Intervention Strategies and 2026 Market Outlook - NotebookLM）の閲覧・調査
「windows applocker 使い方」の操作・実務
「Perplexity」の操作・実務
「2026/5/1 現在のUSD/JPY相場分析。調べてみて。GWを挟み今後のは？　 2024年のゴールデンウィーク（GW）を彷彿とさせる、極めて神経質な「介入...」の操作・実務
「受信トレイ (15,770)」の操作・実務
「ユーザーリスト」の操作・実務
「サブスクリプション」の操作・実務"
2026/05/01,18:00 - 18:59,Antigravityを用いた「システム開発・改善」の開発・相談
2026/05/01,20:00 - 20:59,"Webサイト（LINE Notify）の閲覧・調査
Webサイト（秘密手法を加えたボリンジャーバンドMT5/MT4インジケーター無料公開！アラートとRSI/MAフィルター機能付き | FXキーストン）の閲覧・調査
Webサイト（Free Internet Radio | AccuRadio Online）の閲覧・調査
Webサイト（Hits (Top 40) - Listen to Free Radio Stations - AccuRadio）の閲覧・調査
Webサイト（Punk & Underground - Listen to Free Radio Stations - AccuRadio）の閲覧・調査
Webサイト（AccuRadio - Log-in - AccuRadio）の閲覧・調査"
2026/05/01,21:00 - 21:59,"Webサイト（AccuRadio - Log-in - AccuRadio）の閲覧・調査
Webサイト（FXのオーダーブック(オープンオーダー・ポジション) OANDA Japan）の閲覧・調査"
2026/05/01,22:00 - 22:59,Webサイト（Messaging APIの料金 | LINE Developers）の閲覧・調査
2026/05/02,08:00 - 08:59,"Webサイト（Windows for Education ドキュメント - Windows Education | Microsoft Learn）の閲覧・調査
Webサイト（IT 担当者向けの構成サービス プロバイダー | Microsoft Learn）の閲覧・調査
Webサイト（メッセージの送信 - サイボウズ Office）の閲覧・調査
「Perplexity」の操作・実務
「2026/5/1 現在のUSD/JPY相場分析。調べてみて。GWを挟み今後のは？　 2024年のゴールデンウィーク（GW）を彷彿とさせる、極めて神経質な「介入...」の操作・実務
「Adobe」の操作・実務
「Windows 11 24H2/25H2 オプションパッチ「KB5083631」公開：新機能と修正内容の詳細」の操作・実務
「Windows for Education ドキュメント」の操作・実務
「起動しています」の操作・実務
「000 (version 1).xlsb 」の操作・実務
「①社用ノートパソコン管理台帳 (version 1).xlsb」の操作・実務
「①社用ノートパソコン管理台帳 (version 1).xlsb 」の操作・実務"
2026/05/02,09:00 - 09:59,"「2026/5/1 現在のUSD/JPY相場分析。調べてみて。GWを挟み今後のは？　 2024年のゴールデンウィーク（GW）を彷彿とさせる、極めて神経質な「介入...」の操作・実務
Webサイト（Adobe - Adobe Acrobat Reader をダウンロード）の閲覧・調査
Webサイト（Windows 11 24H2/25H2 オプションパッチ「KB5083631」公開：新機能と修正内容の詳細 - enjoypclife.net）の閲覧・調査
Webサイト（個人フォルダ - サイボウズ Office）の閲覧・調査
Webサイト（メッセージの詳細 - サイボウズ Office）の閲覧・調査
Webサイト（ファイルの詳細 - サイボウズ Office）の閲覧・調査
「①社用ノートパソコン管理台帳 (version 1).xlsb 」の操作・実務
Excelファイル（2026年4月度【社員】勤怠申請・承認のご依頼0501.xlsx ）のデータ入力・編集
Webサイト（ワークフロー（最新一覧） - サイボウズ Office）の閲覧・調査
Webサイト（未処理申請の処理 - サイボウズ Office）の閲覧・調査
Webサイト（ワークフロー（送信一覧） - サイボウズ Office）の閲覧・調査
Webサイト（申請データの詳細 - サイボウズ Office）の閲覧・調査
Webサイト（Mozilla Thunderbird）の閲覧・調査
Webサイト（お見積り送付）の閲覧・調査
Webサイト（4.EDION筱崎 - t_ito）の閲覧・調査
Webサイト（轡田 - t_ito）の閲覧・調査
「結果の考察」の操作・実務
Webサイト（NotebookLM）の閲覧・調査
「Autoruns」の操作・実務
「Windows および Mac に対応した企業向けブラウザのダウンロード」の操作・実務
Webサイト（The Yen Redline: Intervention Strategies and 2026 Market Outlook - NotebookLM）の閲覧・調査
Webサイト（Windows および Mac に対応した企業向けブラウザのダウンロード - Chrome Enterprise）の閲覧・調査
Webサイト（結果の考察 - Claude）の閲覧・調査
Webサイト（Autoruns - Sysinternals | Microsoft Learn）の閲覧・調査
Webサイト（【セナから20年後の世界】中嶋悟が語る「セナの速さの秘密」 | web Sportiva (スポルティーバ)）の閲覧・調査
Webサイト（【F1】没後20年。中嶋悟が語る「セナの速さの秘密」 | web Sportiva (スポルティーバ)）の閲覧・調査
Webサイト（【F1】没後20年。中嶋悟が語る「セナの速さの秘密」 (2ページ目) | web Sportiva (スポルティーバ)）の閲覧・調査
Webサイト（Windows11 キッティング計画書 - NotebookLM）の閲覧・調査
Webサイト（Creating Notebook...）の閲覧・調査
Webサイト（Automated Device Provisioning via ICD and PowerShell Scripts - NotebookLM）の閲覧・調査
「ICD.log」の操作・実務
「タイトルなし」の操作・実務
スクリプト（Setup_MS365.bat - メモ帳）の開発・デバッグ
スクリプト（DandISetEnv.bat""）の開発・デバッグ"
2026/05/02,10:00 - 10:59,"「Microsoft Visual C++ 2015-2022 Redistributable (x86)」の操作・実務
「Microsoft Windows Desktop Runtime」の操作・実務"
2026/05/02,11:00 - 11:59,"「2026/5/1 現在のUSD/JPY相場分析。調べてみて。GWを挟み今後のは？　 2024年のゴールデンウィーク（GW）を彷彿とさせる、極めて神経質な「介入...」の操作・実務
「Perplexity」の操作・実務
「ICD.log」の操作・実務
「タイトルなし」の操作・実務
「開いているファイル」の操作・実務
スクリプト（install.bat - メモ帳）の開発・デバッグ"
2026/05/02,13:00 - 13:59,"「開いているファイル」の操作・実務
スクリプト（install.bat - メモ帳）の開発・デバッグ
Webサイト（【F1】没後20年。中嶋悟が語る「セナの速さの秘密」 (2ページ目) | web Sportiva (スポルティーバ)）の閲覧・調査"
2026/05/02,14:00 - 14:59,"Webサイト（Advanced IP Scanner - ダウンロード無料のネットワークスキャナー）の閲覧・調査
「Advanced IP Scanner」の操作・実務
「セットアップ」の操作・実務"
2026/05/02,16:00 - 16:59,"Webサイト（コンピューターでWindows 11を再インストールまたは工場出荷時の状態にリセットする方法 | Dell 日本）の閲覧・調査
Webサイト（Dellコンピューター上のドライバーをアップデートする方法 | Dell 日本）の閲覧・調査
Webサイト（Dell OS回復イメージを使用してWindowsを再インストールする | Dell 日本）の閲覧・調査
Webサイト（Microsoft Windowsを再インストールする | Dell 日本）の閲覧・調査
Webサイト（マイプロダクト&サービス | Dell 日本）の閲覧・調査
Webサイト（パソコン、モニター、テクノロジーソリューション | Dell 日本）の閲覧・調査
Webサイト（ドライバおよびダウンロード | Dell 日本）の閲覧・調査
Webサイト（Latitude 3420のサポート | ドライバーおよびダウンロード | Dell 日本）の閲覧・調査
Webサイト（Windows 11 のダウンロード）の閲覧・調査"
2026/05/02,17:00 - 17:59,"Webサイト（AliExpress Japan - セール中！中国発ショッピングサイトで高品質・低価格品をネット通販 - アリエクにほん）の閲覧・調査
「AliExpress Japan」の操作・実務
Webサイト（サウナ 自宅用 –AliExpress version で サウナ 自宅用を送料無料でお買い物）の閲覧・調査
Webサイト（ポータブルスチームサウナボックス、赤外線660nmレッドライトランプ付き、家庭用パーソナル全身サウナスパ、3Lスチーマー付き、屋内使用 - AliExpress）の閲覧・調査
「ポータブルスチームサウナボックス、赤外線660nmレッドライトランプ付き、家庭用パーソナル全身サウナスパ、3Lスチーマー付き、屋内使用」の操作・実務
Webサイト（スチームサウナ 家庭用 ポータブルサウナ スパ 4L 2000W EUプラグ スチームバス 痩身 家庭用サウナボックス 簡単設置 ステンレス鋼管サポート - AliExpress 13）の閲覧・調査
「スチームサウナ 家庭用 ポータブルサウナ スパ 4L 2000W EUプラグ スチームバス 痩身 家庭用サウナボックス 簡単設置 ステンレス鋼管サポート」の操作・実務
Webサイト（Top Gearをまとめてみた 【はじめに② 好きなエピソードベスト５】｜hiyu☺︎）の閲覧・調査"
2026/05/02,18:00 - 18:59,Webサイト（個人フォルダ - サイボウズ Office）の閲覧・調査
2026/05/06,09:00 - 09:59,"Webサイト（22歳の開発者が「Claude Mythos」を推定・構築、公開プロジェクト「OpenMythos」開始 | Forbes JAPAN 公式サイト（フォーブス ジャパン））の閲覧・調査
Webサイト（Claude CodeがAPIキー不要に：開発者のセキュリティ負荷を下げる新認証を導入 | XenoSpectrum）の閲覧・調査
Webサイト（AIを使っていて重くなった時の対処法を徹底解説｜-MONOQLO- Blog @KokiSasamoto）の閲覧・調査"
2026/05/06,10:00 - 10:59,"Webサイト（ラ・ローズ・ジャポネ | 東京都葛飾区の亀有香取神社）の閲覧・調査
Webサイト（開運厄除は東京都葛飾区の亀有香取神社）の閲覧・調査
Webサイト（「いま」を見つけよう / X）の閲覧・調査"
2026/05/06,14:00 - 14:59,"Webサイト（FWN-026）の閲覧・調査
Webサイト（「危険すぎるAI」Claude Mythosショック：4月7日〜26日を時系列で追う記録｜Claude Code研究所）の閲覧・調査
「起動しています」の操作・実務
Word文書（残業調査報告書_岸川恭士_20260401.docx ）の資料作成・編集
Word文書（残業調査報告書_岸川恭士_20260402.docx ）の資料作成・編集
Antigravityを用いた「システム開発・改善」の開発・相談"
2026/05/06,15:00 - 15:59,"Antigravityを用いた「システム開発・改善」の開発・相談
Word文書（残業調査報告書_岸川恭士_20260401.docx ）の資料作成・編集
「起動しています」の操作・実務
Word文書（残業調査報告書_岸川恭士_20260401_再生成.docx ）の資料作成・編集
Word文書（残業調査報告書_岸川恭士_20260402.docx ）の資料作成・編集
Word文書（残業調査報告書_岸川恭士_20260403.docx ）の資料作成・編集
Word文書（残業調査報告書_岸川恭士_20260404.docx ）の資料作成・編集
Word文書（残業調査報告書_岸川恭士_20260407.docx ）の資料作成・編集
Word文書（残業調査報告書_岸川恭士_20260408.docx ）の資料作成・編集
Word文書（残業調査報告書_岸川恭士_20260409.docx ）の資料作成・編集
「①社用ノートパソコン管理台帳 (version 1).xlsb 」の操作・実務
「20260427_ログ表示結果-20260416175217」の操作・実務"
2026/05/06,16:00 - 16:59,"「起動しています」の操作・実務
Word文書（残業調査報告書_岸川恭士_20260401.docx ）の資料作成・編集
Word文書（残業調査報告書_岸川恭士_20260402.docx ）の資料作成・編集
Word文書（残業調査報告書_岸川恭士_20260403.docx ）の資料作成・編集
Word文書（残業調査報告書_岸川恭士_20260404.docx ）の資料作成・編集
Word文書（残業調査報告書_岸川恭士_20260407.docx ）の資料作成・編集
Word文書（残業調査報告書_岸川恭士_20260408.docx ）の資料作成・編集
Word文書（残業調査報告書_岸川恭士_20260409.docx ）の資料作成・編集
Word文書（残業調査報告書_岸川恭士_20260410.docx ）の資料作成・編集"
2026/05/07,09:00 - 09:59,"Word文書（残業調査報告書_岸川恭士_20260410.docx ）の資料作成・編集
Webサイト（個人フォルダ - サイボウズ Office）の閲覧・調査
Webサイト（メッセージの詳細 - サイボウズ Office）の閲覧・調査
Webサイト（轡田 - t_ito）の閲覧・調査
Webサイト（宮澤 - t_ito）の閲覧・調査
Webサイト（ディスプレイの見積書送付）の閲覧・調査
Webサイト（PDF.js viewer）の閲覧・調査
PDF資料（NW見積書 フォーレスト様向けディスプレイ_20260501.pdf）の閲覧・内容確認
PDF資料（20250611_パソコン用ディスプレイ購入について②_④稟議書（システム関連,社長決裁）20230701.pdf）の閲覧・内容確認
「20260427_ログ表示結果-20260416175217」の操作・実務
Excelファイル（（仮）ダイワボウモニター注文書_20241206.xlsx ）のデータ入力・編集
PDF資料（20240820_パソコン用ディスプレイ購入について_④稟議書（システム関連,社長決裁）20230701.pdf）の閲覧・内容確認
Excelファイル（20260501_システム部向け保有スマホ２台貸与_④稟議書（システム関連,社長決裁）20230701.xlsx）のデータ入力・編集
Excelファイル（20260507?PC用ディスプレイ購入の件?④稟議書（システム関連,社長決裁）20230701.xlsx）のデータ入力・編集
PDF資料（20260119?PPAP対策NTTBizストレージ＆ファイルシェア契約の件?④稟議書（システム関連,社長決裁）20230701.pdf）の閲覧・内容確認
Excelファイル（20251223?PPAP対策NTTBizストレージ＆ファイルシェア契約の件?④稟議書（システム関連,社長決裁）20230701.xlsx）のデータ入力・編集
Excelファイル（20250624_ノートPC購入について_④稟議書（システム関連,社長決裁）20230701.xlsx）のデータ入力・編集
Excelファイル（20250613_PC切替器購入について_④稟議書（システム関連,社長決裁）20230701.xlsx）のデータ入力・編集
Webサイト（ワークフロー（最新一覧） - サイボウズ Office）の閲覧・調査
Webサイト（申請データの作成（申請フォームの選択） - サイボウズ Office）の閲覧・調査
Webサイト（ファイル管理 - サイボウズ Office）の閲覧・調査
Webサイト（ファイルの詳細 - サイボウズ Office）の閲覧・調査
PDF資料（20251222?大宮本社休憩室及び東日本物流ｾﾝﾀｰ休憩室へのﾌﾘｰWIFI設置工事の件?④稟議書（システム関連,社長決裁）20230701.pdf）の閲覧・内容確認
「PDF24 Toolbox」の操作・実務
Webサイト（Thunderbird の更新）の閲覧・調査
Webサイト（Mozilla Thunderbird）の閲覧・調査"
2026/05/07,10:00 - 10:59,"PDF資料（NW見積書 フォーレスト様向けディスプレイ_20260501.pdf）の閲覧・内容確認
Webサイト（ディスプレイの見積書送付）の閲覧・調査
「PDF24 Toolbox」の操作・実務
Webサイト（作成: Re: ディスプレイの見積書送付 - Thunderbird）の閲覧・調査
Webサイト（宮澤 - t_ito）の閲覧・調査
Webサイト（ノートPCの御見積書送付）の閲覧・調査
Webサイト（Re: ノートPCの御見積書送付）の閲覧・調査
「20260427_ログ表示結果-20260416175217」の操作・実務
Excelファイル（TEPRA.xlsx ）のデータ入力・編集
Excelファイル（'TEPRA.xlsx'の修復）のデータ入力・編集
Antigravityを用いた「システム開発・改善」の開発・相談
「①社用ノートパソコン管理台帳 (version 1).xlsb 」の操作・実務
Webサイト（個人フォルダ - サイボウズ Office）の閲覧・調査
Webサイト（メッセージの詳細 - サイボウズ Office）の閲覧・調査"
2026/05/07,11:00 - 11:59,Excelファイル（TEPRA.xlsx）のデータ入力・編集
2026/05/07,13:00 - 13:59,"Webサイト（作成: Re: ディスプレイの見積書送付 - Thunderbird）の閲覧・調査
「メッセージを送信しています」の操作・実務
「①社用ノートパソコン管理台帳 (version 1).xlsb 」の操作・実務
Excelファイル（20260427_ログ表示結果-20260416175217.xlsx ）のデータ入力・編集
Webサイト（フォレストウェイ | 事務・オフィス用品の通販 - 最短当日お届け【Forestway】）の閲覧・調査
「フォレストウェイ | 事務・オフィス用品の通販」の操作・実務
Webサイト（「LANケーブル　タグ」 通販【フォレストウェイ】）の閲覧・調査
Webサイト（2ページ目: ""lanケーブル タグ"" 【通販モノタロウ】 最短即日出荷）の閲覧・調査
Webサイト（""lanケーブル タグ"" 【通販モノタロウ】 最短即日出荷）の閲覧・調査
Webサイト（カラーエフ(ネームシール用)プラスチック製・線名札 未来工業 【通販モノタロウ】）の閲覧・調査
Webサイト（個人フォルダ - サイボウズ Office）の閲覧・調査
Webサイト（メッセージの詳細 - サイボウズ Office）の閲覧・調査
Webサイト（掲示板（最新一覧） - サイボウズ Office）の閲覧・調査
Webサイト（潜在的に危険なマクロがブロックされました - Microsoft サポート）の閲覧・調査
「Microsoft Visual Basic for Applications」の操作・実務
「20260427_ログ表示結果-20260416175217」の操作・実務
「000 (version 1).xlsb 」の操作・実務
「Book1」の操作・実務
Excelファイル（管理コンソールメイン画面.csv）のデータ入力・編集"
2026/05/07,14:00 - 14:59,"「20260427_ログ表示結果-20260416175217」の操作・実務
Webサイト（admin.microsoft.com/?auth_upn=t_ito%40forestwayoffice.onmicrosoft.com&source=applauncher#/homepage）の閲覧・調査
Webサイト（Microsoft 365 管理センター）の閲覧・調査
「アクティブなユーザー」の操作・実務
Excelファイル（管理コンソールメイン画面.csv）のデータ入力・編集"
2026/05/07,15:00 - 15:59,"Excelファイル（20260427_ログ表示結果-20260416175217.xlsx）のデータ入力・編集
Webサイト（NotebookLM Web Importer - Import web pages and YouTube videos to NotebookLM）の閲覧・調査
Webサイト（ヘルプ – Dark Reader）の閲覧・調査
Webサイト（Gmail）の閲覧・調査"
2026/05/07,16:00 - 16:59,"Excelファイル（管理コンソールメイン画面.csv）のデータ入力・編集
「20260427_ログ表示結果-20260416175217」の操作・実務
「Microsoft Visual Basic for Applications」の操作・実務
Word文書（残業調査報告書_岸川恭士_20260410.docx ）の資料作成・編集
Webサイト（スケジュール（グループ週表示） - サイボウズ Office）の閲覧・調査
Webサイト（スケジュール（日表示） - サイボウズ Office）の閲覧・調査
Webサイト（スケジュール（週表示） - サイボウズ Office）の閲覧・調査
Webサイト（スケジュール（月表示） - サイボウズ Office）の閲覧・調査"
2026/05/07,17:00 - 17:59,"「20260427_ログ表示結果-20260416175217」の操作・実務
Webサイト（個人フォルダ - サイボウズ Office）の閲覧・調査
Webサイト（メッセージの詳細 - サイボウズ Office）の閲覧・調査
Webサイト（Re: ノートPCの御見積書送付）の閲覧・調査
Webサイト（宮澤 - t_ito）の閲覧・調査
Webサイト（3.EDIONクロスベンチャーズ - t_ito）の閲覧・調査
Webサイト（ディスプレイの見積書送付）の閲覧・調査
Antigravityを用いた「システム開発・改善」の開発・相談"
2026/05/07,18:00 - 18:59,Antigravityを用いた「システム開発・改善」の開発・相談
2026/05/08,09:00 - 09:59,"Webサイト（個人フォルダ - サイボウズ Office）の閲覧・調査
Antigravityを用いた「システム開発・改善」の開発・相談
Webサイト（トップページ - サイボウズ Office）の閲覧・調査
Webサイト（admin.microsoft.com/Adminportal/Home?source=applauncher）の閲覧・調査
Webサイト（ユーザーの詳細パネル - Microsoft 365 管理センター）の閲覧・調査
「ユーザーの詳細パネル」の操作・実務
Webサイト（ユーザー情報の変更）の閲覧・調査"
2026/05/08,10:00 - 10:59,"Webサイト（出光興産もロシア・サハリン2産の原油を輸入、タンカーが今治から千葉へ 調達先を多角化）の閲覧・調査
「受信トレイ (15,770)」の操作・実務
「ユーザーリスト」の操作・実務
「受信トレイ (16,392)」の操作・実務
「サブスクリプション」の操作・実務"
2026/05/08,11:00 - 11:59,"Excelファイル（LargeFiles.csv）のデータ入力・編集
「\\10.85.33.230\01_全社共有\システム統括部\業改室\★大宮システム部\（NAS）伊藤\新規 テキスト ドキュメント.txt」の操作・実務
「\\10.85.33.230\01_全社共有\システム統括部\業改室\★大宮システム部\（NAS）伊藤\新規 テキスト ドキュメント.txt(更新)」の操作・実務
Webサイト（【レビュー】バッチファイルを配布しやすいEXE型式に変換「Bat To Exe Converter」 - 窓の杜）の閲覧・調査
「【レビュー】バッチファイルを配布しやすいEXE型式に変換「Bat To Exe Converter」」の操作・実務
Webサイト（Amazon.co.jp: 2026母の日特集）の閲覧・調査
Webサイト（Homepage - F2ko）の閲覧・調査
「Homepage」の操作・実務
Webサイト（Get Search Safely in Chrome）の閲覧・調査
Webサイト（Bat To Exe Converter 4.2 | ダウンロードと使い方 | ソフタロウ）の閲覧・調査
「\\10.85.33.230\01_全社共有\システム統括部\業改室\★大宮システム部\（NAS）伊藤\NAS切替TEST.txt」の操作・実務
「NAS切替TEST.txt」の操作・実務
「\\10.85.33.230\01_全社共有\システム統括部\業改室\★大宮システム部\（NAS）伊藤\NAS切替TEST.txt(更新)」の操作・実務
「新規 テキスト ドキュメント.txt」の操作・実務
「開いているファイル」の操作・実務
スクリプト（NAS切替TEST.bat - メモ帳）の開発・デバッグ
スクリプト（*NAS切替TEST.bat - メモ帳）の開発・デバッグ"
2026/05/08,12:00 - 12:59,"「開いているファイル」の操作・実務
スクリプト（NAS切替TEST.bat - メモ帳）の開発・デバッグ
スクリプト（*NAS切替TEST.bat - メモ帳）の開発・デバッグ"
2026/05/08,14:00 - 14:59,"Excelファイル（LargeFiles.csv）のデータ入力・編集
「20260427_ログ表示結果-20260416175217」の操作・実務
Antigravityを用いた「システム開発・改善」の開発・相談"
2026/05/08,15:00 - 15:59,"「20260427_ログ表示結果-20260416175217」の操作・実務
「起動しています」の操作・実務
Word文書（残業調査報告書_山本光克_20260402.docx ）の資料作成・編集
Antigravityを用いた「システム開発・改善」の開発・相談"
2026/05/08,16:00 - 16:59,"Word文書（残業調査報告書_山本光克_20260402.docx ）の資料作成・編集
Antigravityを用いた「システム開発・改善」の開発・相談
Webサイト（「いま」を見つけよう / X）の閲覧・調査
Webサイト（ITの今が見える、明日が分かる - ITmedia NEWS）の閲覧・調査
「ITの今が見える、明日が分かる」の操作・実務
「起動しています」の操作・実務
「20260427_ログ表示結果-20260416175217」の操作・実務
Webサイト（結果の考察 - Claude）の閲覧・調査
「結果の考察」の操作・実務
Word文書（残業調査報告書_山本光克_20260402_再生成.docx ）の資料作成・編集
Word文書（残業調査報告書_山本光克_20260406.docx ）の資料作成・編集
Word文書（残業調査報告書_山本光克_20260409.docx ）の資料作成・編集
Word文書（残業調査報告書_山本光克_20260410.docx ）の資料作成・編集
Word文書（残業調査報告書_山本光克_20260413.docx ）の資料作成・編集
Word文書（残業調査報告書_成川真菜_20260404.docx ）の資料作成・編集"
2026/05/08,17:00 - 17:59,"Antigravityを用いた「システム開発・改善」の開発・相談
Word文書（残業調査報告書_成川真菜_20260404.docx ）の資料作成・編集
「起動しています」の操作・実務
Word文書（残業調査報告書_成川真菜_20260405.docx ）の資料作成・編集
Word文書（残業調査報告書_成川真菜_20260409.docx ）の資料作成・編集
Word文書（残業調査報告書_成川真菜_20260410.docx ）の資料作成・編集
Word文書（残業調査報告書_成川真菜_20260413.docx ）の資料作成・編集
Word文書（残業調査報告書_成川真菜_20260415.docx ）の資料作成・編集
「20260427_ログ表示結果-20260416175217」の操作・実務
Webサイト（結果の考察 - Claude）の閲覧・調査
Webサイト（【セナから20年後の世界】川井一仁が語る「セナとベッテルの決定的な違い」 | web Sportiva (スポルティーバ)）の閲覧・調査
Webサイト（川井一仁が語る「セナとベッテルの決定的な違い」 | web Sportiva (スポルティーバ)）の閲覧・調査
Webサイト（Bat To Exe Converter 4.2 | ダウンロードと使い方 | ソフタロウ）の閲覧・調査
Webサイト（The Yen Redline: Intervention Strategies and 2026 Market Outlook - NotebookLM）の閲覧・調査
Webサイト（Windows 11 のダウンロード）の閲覧・調査
Webサイト（Microsoft Windowsを再インストールする | Dell 日本）の閲覧・調査
Webサイト（Adobe Acrobat Viewer）の閲覧・調査
Webサイト（川井一仁が語る「セナとベッテルの決定的な違い」 (2ページ目) | web Sportiva (スポルティーバ)）の閲覧・調査
Webサイト（川井一仁が語る「セナとベッテルの決定的な違い」 (3ページ目) | web Sportiva (スポルティーバ)）の閲覧・調査
Webサイト（F1の記事一覧 | モーターの記事一覧 | web Sportiva）の閲覧・調査
Webサイト（【セナから20年後の世界】川井一仁が明かす「忘れられないセナとのケンカ」 | web Sportiva (スポルティーバ)）の閲覧・調査
Webサイト（【セナから20年後の世界】今宮純が想う「セナがすべての者に託した遺言」 | web Sportiva (スポルティーバ)）の閲覧・調査
Webサイト（【Ｆ１】今宮純が想う「セナがすべての者に託した遺言」 | web Sportiva (スポルティーバ)）の閲覧・調査
Webサイト（【Ｆ１】今宮純が想う「セナがすべての者に託した遺言」 (2ページ目) | web Sportiva (スポルティーバ)）の閲覧・調査
Word文書（残業調査報告書_岸川恭士_20260409.docx ）の資料作成・編集
Word文書（残業調査報告書_岸川恭士_20260415.docx ）の資料作成・編集"
2026/05/08,18:00 - 18:59,"「20260427_ログ表示結果-20260416175217」の操作・実務
Antigravityを用いた「システム開発・改善」の開発・相談
「起動しています」の操作・実務
Word文書（残業調査報告書_岸川恭士_20260415.docx ）の資料作成・編集"
2026/05/08,19:00 - 19:59,"Excelファイル（ログ表示結果-20260508190210.csv）のデータ入力・編集
「起動しています」の操作・実務
Word文書（残業調査報告書_成川真菜_20260405.docx ）の資料作成・編集"
2026/05/09,13:00 - 13:59,Webサイト（Claude CodeがAPIキー不要に：開発者のセキュリティ負荷を下げる新認証を導入 | XenoSpectrum）の閲覧・調査
2026/05/09,15:00 - 15:59,"Webサイト（FWN-026）の閲覧・調査
Excelファイル（ログ表示結果-20260508190210.csv）のデータ入力・編集
Antigravityを用いた「システム開発・改善」の開発・相談
Webサイト（Claude CodeがAPIキー不要に：開発者のセキュリティ負荷を下げる新認証を導入 | XenoSpectrum）の閲覧・調査"
2026/05/09,18:00 - 18:59,Webサイト（Instagram）の閲覧・調査
2026/05/09,19:00 - 19:59,"Webサイト（Instagram）の閲覧・調査
Webサイト（ストーリーズ • Instagram）の閲覧・調査
Webサイト（LP | 100億円トレーダーになるまで）の閲覧・調査
Webサイト（メルカリ - 日本最大のフリマサービス）の閲覧・調査
Webサイト（マイリスト - メルカリ）の閲覧・調査
Webサイト（【2026年最新】CAAD12の人気アイテム - メルカリ）の閲覧・調査
Webサイト（Cannondale CAAD12 引き取り限定 広島 - メルカリ）の閲覧・調査
Webサイト（キャノンデール　CAAD12 - メルカリ）の閲覧・調査
Webサイト（canondale caad12 ULTEGRA 2016 サイズ54 - メルカリ）の閲覧・調査
Webサイト（■USED■CANNONDELE キャノンデール CAAD12 キャド ブラック 2016 54 SHIMANO 105 5800 2×11s S1457 - メルカリ）の閲覧・調査
Webサイト（【2026年最新】CAAD12 56の人気アイテム - メルカリ）の閲覧・調査
Webサイト（cannondale caad12 レプリカカラー 56cm 105 キシエリ - メルカリ）の閲覧・調査"
2026/05/09,20:00 - 20:59,"Webサイト（Instagram）の閲覧・調査
Webサイト（ストーリーズ • Instagram）の閲覧・調査
Webサイト（Claude）の閲覧・調査
Webサイト（Sign in - Claude）の閲覧・調査
Webサイト（MT5インジケータのSMA自動生成の問題 - Claude）の閲覧・調査"
2026/05/10,05:00 - 05:59,"Webサイト（パーソナル インテリジェンス）の閲覧・調査
Webサイト（メモリーを Gemini にインポート）の閲覧・調査"
2026/05/11,06:00 - 06:59,Webサイト（ノーコードで、すぐに、誰でも、簡単にWebデータ収集｜Webスクレイピング＆WebクローリングツールShtockData（シュトックデータ））の閲覧・調査
